land;wahlkreis;gruppe;erststimmen;zweitstimmen
1;1;Wahlberechtigte;225659;-
1;1;Wähler;171905;-
1;1;Ungültige;1647;1509
1;1;Gültige;170258;170396
1;1;CDU;68102;58307
1;1;SPD;47697;40376
1;1;GRÜNE;17899;22290
1;1;FDP;11143;18948
1;1;DIE LINKE;12138;13995
1;1;AfD;10581;11647
1;1;NPD;-;354
1;1;FREIE WÄHLER;1943;1189
1;1;MLPD;-;59
1;1;BGE;-;843
1;1;ÖDP;-;297
1;1;Die PARTEI;-;2091
1;1;EB: Krüger-Winands;755;-
1;10;Wahlberechtigte;244503;-
1;10;Wähler;193359;-
1;10;Ungültige;1597;1388
1;10;Gültige;191762;191971
1;10;CDU;75737;66033
1;10;SPD;52169;42813
1;10;GRÜNE;18688;20827
1;10;FDP;15773;26162
1;10;DIE LINKE;9785;12478
1;10;AfD;17435;18791
1;10;NPD;-;491
1;10;FREIE WÄHLER;2175;1265
1;10;MLPD;-;51
1;10;BGE;-;524
1;10;ÖDP;-;424
1;10;Die PARTEI;-;2112
1;11;Wahlberechtigte;181637;-
1;11;Wähler;130976;-
1;11;Ungültige;2217;1171
1;11;Gültige;128759;129805
1;11;CDU;45447;38262
1;11;SPD;43574;32927
1;11;GRÜNE;16787;16558
1;11;FDP;8311;14102
1;11;DIE LINKE;-;12219
1;11;AfD;11135;11549
1;11;NPD;-;350
1;11;FREIE WÄHLER;2552;1090
1;11;MLPD;953;162
1;11;BGE;-;475
1;11;ÖDP;-;266
1;11;Die PARTEI;-;1845
1;2;Wahlberechtigte;186384;-
1;2;Wähler;139200;-
1;2;Ungültige;1299;1125
1;2;Gültige;137901;138075
1;2;CDU;62260;52933
1;2;SPD;34685;31120
1;2;GRÜNE;13036;15154
1;2;FDP;11103;18048
1;2;DIE LINKE;7102;8589
1;2;AfD;8110;9023
1;2;NPD;-;311
1;2;FREIE WÄHLER;1605;855
1;2;MLPD;-;63
1;2;BGE;-;430
1;2;ÖDP;-;173
1;2;Die PARTEI;-;1376
1;3;Wahlberechtigte;175950;-
1;3;Wähler;132016;-
1;3;Ungültige;1133;1141
1;3;Gültige;130883;130875
1;3;CDU;54812;47367
1;3;SPD;34221;29757
1;3;GRÜNE;8791;12960
1;3;FDP;14441;17294
1;3;DIE LINKE;7175;8732
1;3;AfD;10003;11176
1;3;NPD;-;472
1;3;FREIE WÄHLER;1277;1002
1;3;MLPD;163;62
1;3;BGE;-;415
1;3;ÖDP;-;192
1;3;Die PARTEI;-;1446
1;4;Wahlberechtigte;199632;-
1;4;Wähler;157387;-
1;4;Ungültige;1285;1119
1;4;Gültige;156102;156268
1;4;CDU;66625;56584
1;4;SPD;45070;35767
1;4;GRÜNE;13978;19337
1;4;FDP;10077;19071
1;4;DIE LINKE;8074;9962
1;4;AfD;10656;11578
1;4;NPD;-;308
1;4;FREIE WÄHLER;1622;1031
1;4;MLPD;-;55
1;4;BGE;-;584
1;4;ÖDP;-;237
1;4;Die PARTEI;-;1754
1;5;Wahlberechtigte;204650;-
1;5;Wähler;151463;-
1;5;Ungültige;1657;1290
1;5;Gültige;149806;150173
1;5;CDU;45691;40011
1;5;SPD;46517;35836
1;5;GRÜNE;21577;25904
1;5;FDP;11179;17480
1;5;DIE LINKE;11050;15466
1;5;AfD;9193;10390
1;5;NPD;-;250
1;5;FREIE WÄHLER;-;537
1;5;MLPD;265;147
1;5;BGE;-;625
1;5;ÖDP;-;341
1;5;Die PARTEI;3995;3186
1;5;Neue Liberale;339;-
1;6;Wahlberechtigte;174934;-
1;6;Wähler;131710;-
1;6;Ungültige;1221;1196
1;6;Gültige;130489;130514
1;6;CDU;53109;43778
1;6;SPD;37728;31013
1;6;GRÜNE;11736;16350
1;6;FDP;9379;16481
1;6;DIE LINKE;7009;8503
1;6;AfD;10223;11161
1;6;NPD;-;476
1;6;FREIE WÄHLER;1305;752
1;6;MLPD;-;61
1;6;BGE;-;411
1;6;ÖDP;-;186
1;6;Die PARTEI;-;1342
1;7;Wahlberechtigte;237474;-
1;7;Wähler;187711;-
1;7;Ungültige;1616;1339
1;7;Gültige;186095;186372
1;7;CDU;73816;63863
1;7;SPD;56460;42729
1;7;GRÜNE;15379;21336
1;7;FDP;14441;24735
1;7;DIE LINKE;11270;13111
1;7;AfD;14729;15977
1;7;NPD;-;446
1;7;FREIE WÄHLER;-;954
1;7;MLPD;-;52
1;7;BGE;-;541
1;7;ÖDP;-;428
1;7;Die PARTEI;-;2200
1;8;Wahlberechtigte;245826;-
1;8;Wähler;193318;-
1;8;Ungültige;1628;1381
1;8;Gültige;191690;191937
1;8;CDU;78788;66367
1;8;SPD;52406;43021
1;8;GRÜNE;16001;21010
1;8;FDP;15610;26042
1;8;DIE LINKE;10832;13237
1;8;AfD;15683;17166
1;8;NPD;-;463
1;8;FREIE WÄHLER;2370;1531
1;8;MLPD;-;69
1;8;BGE;-;503
1;8;ÖDP;-;392
1;8;Die PARTEI;-;2136
1;9;Wahlberechtigte;181480;-
1;9;Wähler;138415;-
1;9;Ungültige;1151;1142
1;9;Gültige;137264;137273
1;9;CDU;56994;48893
1;9;SPD;42221;33762
1;9;GRÜNE;9535;13489
1;9;FDP;10044;18140
1;9;DIE LINKE;6062;8301
1;9;AfD;10787;11780
1;9;NPD;-;303
1;9;FREIE WÄHLER;1116;868
1;9;MLPD;-;42
1;9;BGE;-;311
1;9;ÖDP;-;179
1;9;Die PARTEI;-;1205
1;9;FAMILIE;505;-
10;296;Wahlberechtigte;199887;-
10;296;Wähler;147602;-
10;296;Ungültige;2304;2171
10;296;Gültige;145298;145431
10;296;CDU;45664;41395
10;296;SPD;46689;38322
10;296;DIE LINKE;19262;21669
10;296;GRÜNE;8782;11748
10;296;AfD;12950;14043
10;296;FDP;7672;11753
10;296;PIRATEN;1385;842
10;296;NPD;947;933
10;296;FREIE WÄHLER;1592;1048
10;296;MLPD;355;165
10;296;BGE;-;416
10;296;DM;-;230
10;296;PDV;-;87
10;296;Die PARTEI;-;2327
10;296;V-Partei³;-;453
10;297;Wahlberechtigte;207500;-
10;297;Wähler;160371;-
10;297;Ungültige;2422;2831
10;297;Gültige;157949;157540
10;297;CDU;60069;52949
10;297;SPD;50659;42469
10;297;DIE LINKE;17136;20314
10;297;GRÜNE;5532;8597
10;297;AfD;14213;15497
10;297;FDP;6069;12054
10;297;PIRATEN;939;799
10;297;NPD;-;757
10;297;FREIE WÄHLER;1349;1233
10;297;MLPD;-;80
10;297;BGE;-;196
10;297;DM;-;183
10;297;PDV;242;200
10;297;Die PARTEI;1741;1751
10;297;V-Partei³;-;461
10;298;Wahlberechtigte;177468;-
10;298;Wähler;141378;-
10;298;Ungültige;2620;2668
10;298;Gültige;138758;138710
10;298;CDU;57982;50667
10;298;SPD;42126;38374
10;298;DIE LINKE;13582;15686
10;298;GRÜNE;4677;6661
10;298;AfD;11645;12628
10;298;FDP;6514;9567
10;298;PIRATEN;-;648
10;298;NPD;-;646
10;298;FREIE WÄHLER;2232;1263
10;298;MLPD;-;74
10;298;BGE;-;202
10;298;DM;-;222
10;298;PDV;-;124
10;298;Die PARTEI;-;1633
10;298;V-Partei³;-;315
10;299;Wahlberechtigte;192408;-
10;299;Wähler;145990;-
10;299;Ungültige;2668;2467
10;299;Gültige;143322;143523
10;299;CDU;48102;44536
10;299;SPD;45017;39726
10;299;DIE LINKE;15725;17770
10;299;GRÜNE;7129;8114
10;299;AfD;15768;16744
10;299;FDP;7369;11094
10;299;PIRATEN;-;653
10;299;NPD;-;779
10;299;FREIE WÄHLER;1786;1277
10;299;MLPD;217;109
10;299;BGE;-;210
10;299;DM;-;253
10;299;PDV;-;121
10;299;Die PARTEI;2209;1747
10;299;V-Partei³;-;390
11;75;Wahlberechtigte;206706;-
11;75;Wähler;151634;-
11;75;Ungültige;3363;2214
11;75;Gültige;148271;149420
11;75;CDU;27537;27906
11;75;SPD;34818;26799
11;75;DIE LINKE;30313;31928
11;75;GRÜNE;26607;25802
11;75;AfD;11745;12319
11;75;PIRATEN;-;1219
11;75;FDP;8948;12958
11;75;Die PARTEI;5331;3800
11;75;FREIE WÄHLER;658;357
11;75;ÖDP;703;268
11;75;BüSo;203;78
11;75;MLPD;355;182
11;75;SGP;277;72
11;75;B*;-;107
11;75;BGE;-;825
11;75;DiB;-;903
11;75;DKP;-;175
11;75;DM;-;372
11;75;Die Grauen;-;487
11;75;du.;-;287
11;75;MENSCHLICHE WELT;-;270
11;75;Gesundheitsforschung;-;253
11;75;Tierschutzpartei;-;1766
11;75;V-Partei³;-;287
11;75;EB: Fielsch;776;-
11;76;Wahlberechtigte;237071;-
11;76;Wähler;188607;-
11;76;Ungültige;2328;2198
11;76;Gültige;186279;186409
11;76;CDU;36472;36993
11;76;SPD;30564;29186
11;76;DIE LINKE;53618;43638
11;76;GRÜNE;26360;26619
11;76;AfD;22441;23291
11;76;PIRATEN;-;876
11;76;FDP;7858;12304
11;76;Die PARTEI;5817;4594
11;76;FREIE WÄHLER;1333;689
11;76;ÖDP;947;432
11;76;BüSo;443;127
11;76;MLPD;-;147
11;76;SGP;-;49
11;76;B*;-;97
11;76;BGE;-;851
11;76;DiB;-;999
11;76;DKP;-;265
11;76;DM;-;390
11;76;Die Grauen;-;932
11;76;du.;-;331
11;76;MENSCHLICHE WELT;-;320
11;76;Gesundheitsforschung;-;531
11;76;Tierschutzpartei;-;2465
11;76;V-Partei³;-;283
11;76;EB: Schirm;426;-
11;77;Wahlberechtigte;182392;-
11;77;Wähler;137084;-
11;77;Ungültige;2325;2171
11;77;Gültige;134759;134913
11;77;CDU;49620;41890
11;77;SPD;31893;27096
11;77;DIE LINKE;10374;11508
11;77;GRÜNE;10633;12302
11;77;AfD;17714;18484
11;77;PIRATEN;-;677
11;77;FDP;9646;15278
11;77;Die PARTEI;2825;1933
11;77;FREIE WÄHLER;-;306
11;77;ÖDP;-;235
11;77;BüSo;398;113
11;77;MLPD;-;81
11;77;SGP;-;31
11;77;B*;-;29
11;77;BGE;-;321
11;77;DiB;-;275
11;77;DKP;-;42
11;77;DM;-;304
11;77;Die Grauen;1656;1330
11;77;du.;-;166
11;77;MENSCHLICHE WELT;-;202
11;77;Gesundheitsforschung;-;252
11;77;Tierschutzpartei;-;1921
11;77;V-Partei³;-;137
11;78;Wahlberechtigte;184602;-
11;78;Wähler;132934;-
11;78;Ungültige;2378;2276
11;78;Gültige;130556;130658
11;78;CDU;40356;36703
11;78;SPD;41966;29721
11;78;DIE LINKE;9850;12761
11;78;GRÜNE;8027;11053
11;78;AfD;17552;18469
11;78;PIRATEN;-;873
11;78;FDP;8283;12937
11;78;Die PARTEI;3239;2224
11;78;FREIE WÄHLER;-;380
11;78;ÖDP;1000;392
11;78;BüSo;-;59
11;78;MLPD;283;150
11;78;SGP;-;46
11;78;B*;-;21
11;78;BGE;-;375
11;78;DiB;-;306
11;78;DKP;-;31
11;78;DM;-;326
11;78;Die Grauen;-;784
11;78;du.;-;178
11;78;MENSCHLICHE WELT;-;240
11;78;Gesundheitsforschung;-;296
11;78;Tierschutzpartei;-;2109
11;78;V-Partei³;-;224
11;79;Wahlberechtigte;221209;-
11;79;Wähler;180827;-
11;79;Ungültige;2485;2110
11;79;Gültige;178342;178717
11;79;CDU;63057;53277
11;79;SPD;43770;34180
11;79;DIE LINKE;13401;16360
11;79;GRÜNE;22719;25340
11;79;AfD;14570;15879
11;79;PIRATEN;-;667
11;79;FDP;16105;25324
11;79;Die PARTEI;3725;2137
11;79;FREIE WÄHLER;-;341
11;79;ÖDP;-;285
11;79;BüSo;564;122
11;79;MLPD;-;54
11;79;SGP;-;19
11;79;B*;-;36
11;79;BGE;-;451
11;79;DiB;-;508
11;79;DKP;-;55
11;79;DM;-;292
11;79;Die Grauen;-;597
11;79;du.;-;205
11;79;MENSCHLICHE WELT;-;237
11;79;Gesundheitsforschung;-;270
11;79;Tierschutzpartei;-;1823
11;79;V-Partei³;-;258
11;79;DIE FRAUEN;431;-
11;80;Wahlberechtigte;198672;-
11;80;Wähler;158245;-
11;80;Ungültige;1936;1429
11;80;Gültige;156309;156816
11;80;CDU;47189;40120
11;80;SPD;43160;30489
11;80;DIE LINKE;14745;18322
11;80;GRÜNE;21233;24794
11;80;AfD;11807;12418
11;80;PIRATEN;-;689
11;80;FDP;14420;23296
11;80;Die PARTEI;3293;2097
11;80;FREIE WÄHLER;-;202
11;80;ÖDP;-;223
11;80;BüSo;462;102
11;80;MLPD;-;75
11;80;SGP;-;19
11;80;B*;-;38
11;80;BGE;-;430
11;80;DiB;-;446
11;80;DKP;-;39
11;80;DM;-;265
11;80;Die Grauen;-;449
11;80;du.;-;200
11;80;MENSCHLICHE WELT;-;197
11;80;Gesundheitsforschung;-;205
11;80;Tierschutzpartei;-;1474
11;80;V-Partei³;-;227
11;81;Wahlberechtigte;235250;-
11;81;Wähler;181259;-
11;81;Ungültige;2661;2162
11;81;Gültige;178598;179097
11;81;CDU;51734;44721
11;81;SPD;39278;36179
11;81;DIE LINKE;19353;23652
11;81;GRÜNE;33774;27962
11;81;AfD;16200;17122
11;81;PIRATEN;1677;1174
11;81;FDP;11361;18576
11;81;Die PARTEI;3864;2902
11;81;FREIE WÄHLER;-;375
11;81;ÖDP;-;268
11;81;BüSo;405;128
11;81;MLPD;-;108
11;81;SGP;196;59
11;81;B*;-;57
11;81;BGE;-;604
11;81;DiB;-;636
11;81;DKP;-;95
11;81;DM;-;359
11;81;Die Grauen;-;787
11;81;du.;-;291
11;81;MENSCHLICHE WELT;756;372
11;81;Gesundheitsforschung;-;261
11;81;Tierschutzpartei;-;2149
11;81;V-Partei³;-;260
11;82;Wahlberechtigte;202616;-
11;82;Wähler;143790;-
11;82;Ungültige;2570;2980
11;82;Gültige;141220;140810
11;82;CDU;34490;31439
11;82;SPD;37795;27434
11;82;DIE LINKE;23398;25835
11;82;GRÜNE;15485;18393
11;82;AfD;15142;15666
11;82;PIRATEN;-;974
11;82;FDP;7149;10847
11;82;Die PARTEI;5146;3453
11;82;FREIE WÄHLER;-;222
11;82;ÖDP;-;206
11;82;BüSo;270;112
11;82;MLPD;295;192
11;82;SGP;-;30
11;82;B*;-;78
11;82;BGE;-;664
11;82;DiB;-;730
11;82;DKP;-;100
11;82;DM;-;362
11;82;Die Grauen;1183;888
11;82;du.;-;333
11;82;MENSCHLICHE WELT;-;268
11;82;Gesundheitsforschung;-;275
11;82;Tierschutzpartei;-;2112
11;82;V-Partei³;-;197
11;82;MIETERPARTEI;606;-
11;82;NPD;261;-
11;83;Wahlberechtigte;223426;-
11;83;Wähler;173504;-
11;83;Ungültige;2029;1664
11;83;Gültige;171475;171840
11;83;CDU;20964;23906
11;83;SPD;29027;27340
11;83;DIE LINKE;42646;49123
11;83;GRÜNE;45155;35113
11;83;AfD;10544;10865
11;83;PIRATEN;-;1250
11;83;FDP;5230;10153
11;83;Die PARTEI;12265;6070
11;83;FREIE WÄHLER;747;322
11;83;ÖDP;-;283
11;83;BüSo;-;53
11;83;MLPD;298;174
11;83;SGP;-;37
11;83;B*;672;315
11;83;BGE;-;1036
11;83;DiB;-;1274
11;83;DKP;-;217
11;83;DM;-;336
11;83;Die Grauen;-;470
11;83;du.;767;453
11;83;MENSCHLICHE WELT;-;324
11;83;Gesundheitsforschung;-;301
11;83;Tierschutzpartei;-;2102
11;83;V-Partei³;-;323
11;83;EB: Felde-Bajerowitz;193;-
11;83;EB: Wendt;1274;-
11;83;EB: Blume;676;-
11;83;EB: Pape;158;-
11;83;EB: Beckmann;382;-
11;83;EB: Ritter;37;-
11;83;EB: Hasel;440;-
11;84;Wahlberechtigte;205105;-
11;84;Wähler;157461;-
11;84;Ungültige;2135;2124
11;84;Gültige;155326;155337
11;84;CDU;29517;31511
11;84;SPD;21374;24064
11;84;DIE LINKE;61936;39097
11;84;GRÜNE;7747;12204
11;84;AfD;23217;26259
11;84;PIRATEN;-;841
11;84;FDP;5815;10074
11;84;Die PARTEI;3508;3861
11;84;FREIE WÄHLER;1120;772
11;84;ÖDP;-;261
11;84;BüSo;314;144
11;84;MLPD;324;159
11;84;SGP;-;48
11;84;B*;-;61
11;84;BGE;-;504
11;84;DiB;-;522
11;84;DKP;-;194
11;84;DM;-;506
11;84;Die Grauen;-;843
11;84;du.;-;201
11;84;MENSCHLICHE WELT;-;263
11;84;Gesundheitsforschung;-;446
11;84;Tierschutzpartei;-;2269
11;84;V-Partei³;-;233
11;84;NPD;454;-
11;85;Wahlberechtigte;200704;-
11;85;Wähler;138988;-
11;85;Ungültige;2239;2064
11;85;Gültige;136749;136924
11;85;CDU;30476;28620
11;85;SPD;17182;19810
11;85;DIE LINKE;46765;35694
11;85;GRÜNE;4432;5626
11;85;AfD;28147;29600
11;85;PIRATEN;-;693
11;85;FDP;4855;7290
11;85;Die PARTEI;-;2214
11;85;FREIE WÄHLER;2008;896
11;85;ÖDP;-;160
11;85;BüSo;-;95
11;85;MLPD;-;106
11;85;SGP;-;43
11;85;B*;-;20
11;85;BGE;-;318
11;85;DiB;-;330
11;85;DKP;-;196
11;85;DM;-;336
11;85;Die Grauen;1472;1397
11;85;du.;-;156
11;85;MENSCHLICHE WELT;-;228
11;85;Gesundheitsforschung;-;577
11;85;Tierschutzpartei;-;2375
11;85;V-Partei³;-;144
11;85;MIETERPARTEI;716;-
11;85;NPD;696;-
11;86;Wahlberechtigte;205300;-
11;86;Wähler;149053;-
11;86;Ungültige;2436;2153
11;86;Gültige;146617;146900
11;86;CDU;28828;27259
11;86;SPD;20608;21787
11;86;DIE LINKE;50942;43041
11;86;GRÜNE;8808;9933
11;86;AfD;23010;24585
11;86;PIRATEN;1307;958
11;86;FDP;5018;7718
11;86;Die PARTEI;4376;3605
11;86;FREIE WÄHLER;-;526
11;86;ÖDP;-;197
11;86;BüSo;-;62
11;86;MLPD;282;180
11;86;SGP;-;36
11;86;B*;-;73
11;86;BGE;-;478
11;86;DiB;-;525
11;86;DKP;-;277
11;86;DM;-;342
11;86;Die Grauen;-;910
11;86;du.;-;217
11;86;MENSCHLICHE WELT;-;232
11;86;Gesundheitsforschung;1524;1184
11;86;Tierschutzpartei;-;2576
11;86;V-Partei³;-;199
11;86;NPD;531;-
11;86;EB: Snelinski;1383;-
12;56;Wahlberechtigte;176001;-
12;56;Wähler;120227;-
12;56;Ungültige;1811;1819
12;56;Gültige;118416;118408
12;56;CDU;36483;35214
12;56;SPD;28061;24884
12;56;DIE LINKE;20849;19446
12;56;AfD;21295;22185
12;56;GRÜNE/B 90;3543;4231
12;56;NPD;-;1021
12;56;FDP;4230;6554
12;56;FREIE WÄHLER;1464;1172
12;56;MLPD;386;210
12;56;BGE;-;366
12;56;DKP;-;74
12;56;DM;-;273
12;56;ÖDP;-;155
12;56;Die PARTEI;1491;1197
12;56;Tierschutzpartei;-;1426
12;56;EB: Borchert;614;-
12;57;Wahlberechtigte;184714;-
12;57;Wähler;129929;-
12;57;Ungültige;2034;1890
12;57;Gültige;127895;128039
12;57;CDU;39121;36177
12;57;SPD;24838;21647
12;57;DIE LINKE;23587;23871
12;57;AfD;25811;26608
12;57;GRÜNE/B 90;4714;5187
12;57;NPD;-;1269
12;57;FDP;4862;7027
12;57;FREIE WÄHLER;2359;1517
12;57;MLPD;-;86
12;57;BGE;-;568
12;57;DKP;441;230
12;57;DM;-;483
12;57;ÖDP;-;173
12;57;Die PARTEI;2162;1453
12;57;Tierschutzpartei;-;1743
12;58;Wahlberechtigte;243106;-
12;58;Wähler;184987;-
12;58;Ungültige;2743;2424
12;58;Gültige;182244;182563
12;58;CDU;54454;51965
12;58;SPD;41394;33831
12;58;DIE LINKE;26834;26089
12;58;AfD;32758;33982
12;58;GRÜNE/B 90;9684;11680
12;58;NPD;-;1476
12;58;FDP;9510;13909
12;58;FREIE WÄHLER;2683;1768
12;58;MLPD;-;100
12;58;BGE;-;613
12;58;DKP;402;217
12;58;DM;-;519
12;58;ÖDP;-;299
12;58;Die PARTEI;3348;2415
12;58;Tierschutzpartei;-;3700
12;58;PIRATEN;1177;-
12;59;Wahlberechtigte;226413;-
12;59;Wähler;170037;-
12;59;Ungültige;2442;2359
12;59;Gültige;167595;167678
12;59;CDU;47594;42106
12;59;SPD;26522;25902
12;59;DIE LINKE;37720;34629
12;59;AfD;33913;34702
12;59;GRÜNE/B 90;8971;7806
12;59;NPD;-;1238
12;59;FDP;7110;11006
12;59;FREIE WÄHLER;4616;2566
12;59;MLPD;-;106
12;59;BGE;-;737
12;59;DKP;1149;445
12;59;DM;-;486
12;59;ÖDP;-;296
12;59;Die PARTEI;-;2311
12;59;Tierschutzpartei;-;3342
12;60;Wahlberechtigte;183181;-
12;60;Wähler;128058;-
12;60;Ungültige;2269;1920
12;60;Gültige;125789;126138
12;60;CDU;39988;35556
12;60;SPD;31548;26052
12;60;DIE LINKE;19037;20925
12;60;AfD;21312;22631
12;60;GRÜNE/B 90;4293;5237
12;60;NPD;-;1133
12;60;FDP;5763;8195
12;60;FREIE WÄHLER;2559;1519
12;60;MLPD;-;79
12;60;BGE;-;514
12;60;DKP;566;239
12;60;DM;-;428
12;60;ÖDP;-;193
12;60;Die PARTEI;-;1336
12;60;Tierschutzpartei;-;2101
12;60;PIRATEN;723;-
12;61;Wahlberechtigte;247441;-
12;61;Wähler;195802;-
12;61;Ungültige;2289;1937
12;61;Gültige;193513;193865
12;61;CDU;48098;48013
12;61;SPD;50586;35770
12;61;DIE LINKE;31846;35109
12;61;AfD;23890;26133
12;61;GRÜNE/B 90;15548;19079
12;61;NPD;-;682
12;61;FDP;14424;17768
12;61;FREIE WÄHLER;2484;1606
12;61;MLPD;-;146
12;61;BGE;-;1073
12;61;DKP;551;327
12;61;DM;-;662
12;61;ÖDP;-;432
12;61;Die PARTEI;4575;3408
12;61;Tierschutzpartei;-;3657
12;61;EB: Müller;470;-
12;61;PIRATEN;1041;-
12;62;Wahlberechtigte;248676;-
12;62;Wähler;187657;-
12;62;Ungültige;3282;2747
12;62;Gültige;184375;184910
12;62;CDU;56610;49990
12;62;SPD;36153;32574
12;62;DIE LINKE;30266;29215
12;62;AfD;37357;38900
12;62;GRÜNE/B 90;8127;8606
12;62;NPD;-;1464
12;62;FDP;8911;13701
12;62;FREIE WÄHLER;5034;2650
12;62;MLPD;-;90
12;62;BGE;-;609
12;62;DKP;692;340
12;62;DM;-;726
12;62;ÖDP;-;314
12;62;Die PARTEI;-;2239
12;62;Tierschutzpartei;-;3492
12;62;PIRATEN;1225;-
12;63;Wahlberechtigte;194757;-
12;63;Wähler;140074;-
12;63;Ungültige;2125;2087
12;63;Gültige;137949;137987
12;63;CDU;37342;33886
12;63;SPD;23595;22699
12;63;DIE LINKE;26399;26201
12;63;AfD;30259;30475
12;63;GRÜNE/B 90;4505;5897
12;63;NPD;1369;1510
12;63;FDP;7007;9241
12;63;FREIE WÄHLER;2462;1761
12;63;MLPD;397;231
12;63;BGE;-;581
12;63;DKP;365;244
12;63;DM;-;447
12;63;ÖDP;-;279
12;63;Die PARTEI;2581;2016
12;63;Tierschutzpartei;-;2519
12;63;PIRATEN;757;-
12;63;EB: Meier;911;-
12;64;Wahlberechtigte;178676;-
12;64;Wähler;132119;-
12;64;Ungültige;2401;2092
12;64;Gültige;129718;130027
12;64;CDU;36852;31366
12;64;SPD;22019;19728
12;64;DIE LINKE;20359;21456
12;64;AfD;32774;34902
12;64;GRÜNE/B 90;4318;4092
12;64;NPD;-;1445
12;64;FDP;7427;9937
12;64;FREIE WÄHLER;-;1106
12;64;MLPD;-;126
12;64;BGE;-;583
12;64;DKP;501;298
12;64;DM;-;488
12;64;ÖDP;-;203
12;64;Die PARTEI;3212;1896
12;64;Tierschutzpartei;-;2401
12;64;EB: Fleischhauer;2256;-
12;65;Wahlberechtigte;168542;-
12;65;Wähler;123356;-
12;65;Ungültige;2518;2212
12;65;Gültige;120838;121144
12;65;CDU;35630;33571
12;65;SPD;20140;18698
12;65;DIE LINKE;19581;18774
12;65;AfD;29829;30564
12;65;GRÜNE/B 90;3542;3146
12;65;NPD;-;1768
12;65;FDP;6491;8122
12;65;FREIE WÄHLER;4888;2084
12;65;MLPD;-;108
12;65;BGE;-;421
12;65;DKP;-;100
12;65;DM;-;554
12;65;ÖDP;-;150
12;65;Die PARTEI;-;1207
12;65;Tierschutzpartei;-;1877
12;65;EB: Weidelt;737;-
13;12;Wahlberechtigte;216743;-
13;12;Wähler;157070;-
13;12;Ungültige;1967;1658
13;12;Gültige;155103;155412
13;12;CDU;49734;51082
13;12;DIE LINKE;26656;25929
13;12;SPD;34267;28948
13;12;AfD;24763;25692
13;12;GRÜNE;5837;6606
13;12;NPD;1516;1701
13;12;FDP;7470;9878
13;12;FREIE WÄHLER;3875;1626
13;12;MLPD;437;231
13;12;BGE;-;416
13;12;ÖDP;-;147
13;12;Die PARTEI;-;1365
13;12;Tierschutzpartei;-;1791
13;12;EB: Stoof;548;-
13;13;Wahlberechtigte;205757;-
13;13;Wähler;146781;-
13;13;Ungültige;1945;1673
13;13;Gültige;144836;145108
13;13;CDU;43452;48841
13;13;DIE LINKE;23434;24407
13;13;SPD;34703;25029
13;13;AfD;25262;25686
13;13;GRÜNE;5858;5521
13;13;NPD;1264;1642
13;13;FDP;8290;9008
13;13;FREIE WÄHLER;2573;1214
13;13;MLPD;-;195
13;13;BGE;-;355
13;13;ÖDP;-;213
13;13;Die PARTEI;-;1187
13;13;Tierschutzpartei;-;1810
13;14;Wahlberechtigte;222718;-
13;14;Wähler;164037;-
13;14;Ungültige;1799;1731
13;14;Gültige;162238;162306
13;14;CDU;47924;49433
13;14;DIE LINKE;40196;33575
13;14;SPD;29056;25640
13;14;AfD;23779;25170
13;14;GRÜNE;8343;10226
13;14;NPD;-;916
13;14;FDP;7368;10652
13;14;FREIE WÄHLER;1453;954
13;14;MLPD;399;302
13;14;BGE;-;564
13;14;ÖDP;607;349
13;14;Die PARTEI;3113;2517
13;14;Tierschutzpartei;-;2008
13;15;Wahlberechtigte;240887;-
13;15;Wähler;169526;-
13;15;Ungültige;1866;2115
13;15;Gültige;167660;167411
13;15;CDU;73745;55114
13;15;DIE LINKE;26672;30128
13;15;SPD;19492;20382
13;15;AfD;32174;32881
13;15;GRÜNE;5081;8498
13;15;NPD;976;1368
13;15;FDP;5229;11490
13;15;FREIE WÄHLER;1576;1232
13;15;MLPD;407;249
13;15;BGE;-;692
13;15;ÖDP;-;194
13;15;Die PARTEI;-;1868
13;15;Tierschutzpartei;2160;3315
13;15;EB: Tschammer-Osten;148;-
13;16;Wahlberechtigte;225843;-
13;16;Wähler;156966;-
13;16;Ungültige;2335;2159
13;16;Gültige;154631;154807
13;16;CDU;48272;51790
13;16;DIE LINKE;29463;27247
13;16;SPD;21492;19061
13;16;AfD;36274;35597
13;16;GRÜNE;3899;4068
13;16;NPD;2837;3148
13;16;FDP;8906;8658
13;16;FREIE WÄHLER;1988;1092
13;16;MLPD;-;175
13;16;BGE;-;548
13;16;ÖDP;-;152
13;16;Die PARTEI;1500;1354
13;16;Tierschutzpartei;-;1917
13;17;Wahlberechtigte;212051;-
13;17;Wähler;144268;-
13;17;Ungültige;1859;1791
13;17;Gültige;142409;142477
13;17;CDU;53593;51042
13;17;DIE LINKE;24691;24064
13;17;SPD;22389;20596
13;17;AfD;26199;27389
13;17;GRÜNE;4747;4599
13;17;NPD;1386;1643
13;17;FDP;6653;8227
13;17;FREIE WÄHLER;2329;1417
13;17;MLPD;422;220
13;17;BGE;-;460
13;17;ÖDP;-;163
13;17;Die PARTEI;-;1034
13;17;Tierschutzpartei;-;1623
14;151;Wahlberechtigte;163765;-
14;151;Wähler;118176;-
14;151;Ungültige;1738;1620
14;151;Gültige;116438;116556
14;151;CDU;38207;34320
14;151;DIE LINKE;20020;17165
14;151;SPD;16259;14522
